Agency,Agency_Type,Dist_Channel,Prod_Name,Claim,Duration,Destination,Net_Sales,Commission,Age
7,1,1,10,0,16,102,10,0,36
7,1,1,10,0,4,129,16,0,36
7,1,1,10,0,5,53,19,0,36
7,1,1,10,0,16,OTHERS,13,0,31
7,1,1,10,0,17,OTHERS,26,0,50
7,1,1,10,0,11,129,24,0,33
7,1,1,10,0,17,OTHERS,26,0,36
7,1,1,10,0,44,79,10,0,52
7,1,1,10,0,9,OTHERS,16,0,36
7,1,1,10,0,7,129,0,0,33
7,1,1,10,0,46,OTHERS,13,0,33
7,1,1,10,0,12,OTHERS,13,0,24
7,1,1,10,0,16,OTHERS,13,0,24
7,1,1,10,0,16,OTHERS,13,0,24
7,1,1,10,0,9,57,10,0,36
7,1,1,10,0,15,OTHERS,0,0,27
7,1,1,10,0,109,OTHERS,80,0,36
7,1,1,10,0,25,102,62,0,36
7,1,1,10,0,16,OTHERS,13,0,26
7,1,1,10,0,115,140,80,0,36
7,1,1,10,0,4,OTHERS,35,0,36
7,1,1,10,0,114,118,11,0,36
7,1,1,10,0,5,26,25,0,36
7,1,1,10,0,2,118,14,0,36
7,1,1,10,0,15,OTHERS,10,0,35
7,1,1,10,0,14,4,53,0,36
7,1,1,10,0,35,102,13,0,36
7,1,1,10,0,22,102,32,0,36
7,1,1,10,0,13,OTHERS,10,0,36
7,1,1,10,0,32,OTHERS,80,0,36
7,1,1,10,0,60,129,10,0,34
7,1,1,10,0,10,118,14,0,36
7,1,1,10,0,22,79,16,0,36
7,1,1,10,0,40,79,10,0,36
7,1,1,10,0,27,129,10,0,53
7,1,1,10,0,11,56,18,0,36
7,1,1,10,0,27,129,10,0,41
7,1,1,10,0,16,OTHERS,13,0,32
7,1,1,10,0,30,140,63,0,27
7,1,1,10,0,63,140,15,0,36
7,1,1,10,0,10,OTHERS,13,0,31
7,1,1,10,0,65,140,15,0,36
7,1,1,0,0,1,79,30,0,36
7,1,1,0,0,4,118,27,0,36
7,1,1,0,0,11,118,95,0,36
7,1,1,0,0,7,118,20,0,53
7,1,1,0,0,17,118,20,0,36
7,1,1,0,0,5,OTHERS,20,0,36
7,1,1,0,0,2,129,20,0,36
7,1,1,0,0,25,140,20,0,36
8,0,1,25,0,11,56,50,20,36
8,0,1,25,0,6,56,31,12.4,36
8,0,1,25,0,1,56,62,24.8,36
10,1,1,25,0,33,OTHERS,27,41.42,48
10,1,1,25,0,7,57,33,12.54,48
10,1,1,25,0,37,57,28,10.64,48
12,0,1,25,0,21,OTHERS,15,6,45
12,0,1,25,0,89,OTHERS,23,9.2,36
12,0,1,25,0,10,OTHERS,15,6,30
12,0,1,25,0,5,OTHERS,15,6,36
13,0,1,22,0,22,118,11.7,3.28,48
13,0,1,22,0,50,118,12.16,3.41,48
13,0,1,22,0,0,118,1.8,0.5,48
9,0,1,8,0,1,79,18,6.3,54
9,0,1,8,0,61,26,35,12.25,36
9,0,1,8,0,5,57,18,6.3,29
9,0,1,8,0,6,OTHERS,26,9.1,50
9,0,1,8,0,22,56,35,12.25,54
9,0,1,8,0,8,26,35,12.25,47
9,0,1,8,0,23,OTHERS,37,12.95,27
9,0,1,8,0,6,79,22,7.7,55
9,0,1,8,0,3,102,18,6.3,53
9,0,1,8,0,6,79,0,6.3,40
9,0,1,8,0,15,129,30,10.5,33
9,0,1,8,0,6,129,18,6.3,41
9,0,1,8,0,16,102,37,12.95,27
9,0,1,8,0,2,26,22,7.7,45
9,0,1,8,0,7,79,22,7.7,42
9,0,1,8,0,40,OTHERS,35,12.25,30
9,0,1,8,0,22,53,26,9.1,51
9,0,1,8,0,22,53,26,9.1,36
9,0,1,8,0,8,57,22,7.7,42
9,0,1,8,0,4,57,18,6.3,41
9,0,1,25,0,8,26,45,15.75,36
9,0,1,25,0,29,OTHERS,58,20.3,30
9,0,1,25,0,7,OTHERS,67,23.45,48
9,0,1,25,0,30,53,83,29.05,46
9,0,1,25,0,11,OTHERS,87,30.45,36
9,0,1,25,0,6,OTHERS,36,12.6,36
9,0,1,8,0,19,53,22,7.7,36
7,1,0,1,0,21,OTHERS,42,0,36
0,1,1,15,0,22,OTHERS,27,42.18,52
2,0,1,9,0,74,118,80.6,20.15,24
2,0,1,9,0,4,118,23.4,5.85,36
2,0,1,9,0,12,118,22.1,5.53,27
2,0,1,9,0,18,118,44.85,11.21,36
2,0,1,9,0,2,118,14.95,3.74,43
2,0,1,9,0,27,118,22.1,5.53,23
2,0,1,9,0,10,118,30.55,7.64,35
2,0,1,9,0,4,118,14.95,3.74,43
2,0,1,17,0,1,118,19.5,4.88,32
2,0,1,17,0,24,118,27,25.51,36
2,0,1,17,0,2,118,19.5,4.88,53
2,0,1,17,0,2,118,19.5,4.88,33
2,0,1,17,0,3,118,19.5,4.88,27
2,0,1,17,0,19,118,64.35,16.09,36
2,0,1,13,0,5,118,35.1,8.78,30
6,1,1,16,0,50,OTHERS,0,41.58,54
6,1,1,16,0,19,4,59.4,35.64,29
6,1,1,16,0,53,140,59.4,35.64,36
6,1,1,16,0,99,OTHERS,49.5,29.7,44
6,1,1,16,0,21,4,29.7,17.82,29
6,1,1,16,0,22,4,49.5,29.7,29
6,1,1,16,0,45,OTHERS,27,71.28,45
6,1,1,16,0,112,4,79.2,47.52,31
6,1,1,16,0,13,4,89.1,53.46,36
6,1,1,16,0,24,102,59.4,35.64,31
6,1,1,16,0,42,4,79.2,47.52,53
6,1,1,16,0,42,4,39.6,23.76,27
6,1,1,16,0,4,129,39.6,23.76,33
6,1,1,16,0,19,129,59.4,35.64,34
6,1,1,16,0,56,140,29.7,17.82,36
6,1,1,16,0,50,OTHERS,89.1,53.46,40
6,1,1,16,0,24,OTHERS,0,47.52,36
6,1,1,16,0,73,129,29.7,17.82,36
6,1,1,16,0,4,79,0,11.88,36
6,1,1,16,0,11,4,59.4,35.64,51
6,1,1,16,0,65,4,27,178.2,34
7,1,1,1,0,22,OTHERS,96,0,36
7,1,1,1,0,58,57,20,0,29
7,1,1,1,0,15,57,20,0,40
7,1,1,1,0,9,79,23,0,50
7,1,1,1,0,21,OTHERS,27,0,36
7,1,1,1,0,49,79,21,0,36
7,1,1,1,0,6,79,20,0,41
7,1,1,1,0,50,129,28,0,36
7,1,1,1,0,15,57,60,0,36
7,1,1,1,0,9,OTHERS,48,0,36
7,1,1,1,0,45,129,28,0,36
7,1,1,1,0,80,129,28,0,36
7,1,1,1,0,49,79,20,0,36
7,1,1,1,0,75,129,28,0,36
7,1,1,1,0,45,OTHERS,20,0,32
7,1,1,1,0,16,OTHERS,20,0,30
7,1,1,1,0,87,102,20,0,36
7,1,1,1,0,22,4,39,0,36
7,1,1,1,0,92,26,27,0,36
7,1,1,1,0,9,OTHERS,20,0,32
7,1,1,1,0,5,OTHERS,36,0,36
7,1,1,1,0,43,129,21,0,31
7,1,1,1,0,22,57,35,0,36
7,1,1,1,0,33,OTHERS,30,0,27
7,1,1,1,0,25,OTHERS,84,0,33
7,1,1,1,0,34,57,20,0,36
7,1,1,1,0,39,140,27,0,34
7,1,1,1,0,13,79,20,0,33
7,1,1,1,0,22,140,27,0,35
7,1,1,1,0,16,57,35,0,36
7,1,1,1,0,36,OTHERS,23,0,36
7,1,1,1,0,22,26,20,0,36
7,1,1,1,0,11,OTHERS,0,0,31
7,1,1,1,0,22,OTHERS,50,0,36
7,1,1,1,0,8,OTHERS,52,0,47
7,1,1,1,0,29,26,33,0,36
7,1,1,1,0,46,53,20,0,36
7,1,1,1,0,28,102,30,0,36
7,1,1,1,0,60,OTHERS,0,0,36
7,1,1,1,0,15,OTHERS,20,0,24
7,1,1,1,0,9,OTHERS,38,0,36
7,1,1,1,0,31,102,26,0,36
7,1,1,1,0,5,26,42,0,36
7,1,1,10,0,53,OTHERS,80,0,36
7,1,1,10,0,10,OTHERS,13,0,30
7,1,1,10,0,65,53,17,0,36
7,1,1,10,0,6,102,10,0,36
7,1,1,10,0,1,56,19,0,36
7,1,1,10,0,10,OTHERS,13,0,26
7,1,1,10,0,1,OTHERS,10,0,36
7,1,1,10,0,9,118,10,0,34
7,1,1,10,0,67,140,68,0,27
7,1,1,10,0,11,OTHERS,0,0,36
7,1,1,10,0,8,26,29,0,36
7,1,1,10,0,86,53,11,0,36
7,1,1,10,0,3,26,30,0,36
7,1,1,10,0,22,OTHERS,27,0,36
7,1,1,10,0,23,57,17,0,32
7,1,1,10,0,15,OTHERS,75,0,36
7,1,1,10,0,4,129,11,0,34
7,1,1,10,0,16,118,10,0,36
7,1,1,10,0,11,79,10,0,26
7,1,1,10,0,8,OTHERS,13,0,37
7,1,1,10,0,4,102,10,0,36
7,1,1,10,0,12,102,11,0,36
7,1,1,10,0,57,102,25,0,49
7,1,1,10,0,27,57,10,0,29
7,1,1,10,0,22,OTHERS,18,0,36
7,1,1,10,0,14,OTHERS,0,0,31
7,1,1,10,0,11,OTHERS,13,0,48
7,1,1,10,0,35,140,80,0,34
7,1,1,10,0,5,102,24,0,36
7,1,1,10,0,22,OTHERS,38,0,36
7,1,1,10,0,8,140,14,0,30
7,1,1,10,0,56,26,13,0,36
7,1,1,10,0,11,OTHERS,13,0,38
7,1,1,10,0,15,OTHERS,13,0,27
7,1,1,10,0,56,OTHERS,12,0,44
7,1,1,10,0,15,OTHERS,13,0,25
7,1,1,10,0,6,102,10,0,36
7,1,1,10,0,14,OTHERS,13,0,27
7,1,1,10,0,53,OTHERS,55,0,36
7,1,1,10,0,14,OTHERS,13,0,24
7,1,1,10,0,27,129,51,0,36
7,1,1,10,0,14,79,10,0,36
7,1,1,10,0,3,79,10,0,36
7,1,1,10,0,38,102,14,0,36
7,1,1,10,0,9,OTHERS,53,0,36
7,1,1,10,0,30,26,18,0,36
7,1,1,10,0,12,OTHERS,0,0,25
7,1,1,10,0,57,OTHERS,24,0,36
7,1,1,10,0,29,79,10,0,47
7,1,1,10,0,70,140,80,0,36
7,1,1,10,0,49,OTHERS,80,0,36
7,1,1,10,0,9,79,21,0,30
7,1,1,10,0,45,129,21,0,40
7,1,1,10,0,5,129,14,0,38
7,1,1,10,0,27,140,25,0,36
7,1,1,10,0,45,OTHERS,13,0,37
7,1,1,10,0,10,OTHERS,13,0,39
7,1,1,10,0,28,140,15,0,53
7,1,1,10,0,6,OTHERS,10,0,36
7,1,1,10,0,12,118,10,0,36
7,1,1,10,0,5,129,11,0,36
7,1,1,10,0,43,OTHERS,15,0,44
7,1,1,0,0,1,118,20,0,55
7,1,1,0,0,1,OTHERS,20,0,36
7,1,1,0,0,26,OTHERS,32,0,36
7,1,1,0,0,1,118,20,0,40
7,1,1,0,0,2,118,20,0,36
7,1,1,0,0,15,57,20,0,36
7,1,1,0,0,51,118,20,0,36
8,0,1,25,0,105,56,78,31.2,36
8,0,1,25,0,6,56,39,15.6,36
8,0,1,25,0,14,56,31,12.4,36
10,1,1,25,0,43,OTHERS,95,36.1,48
10,1,1,15,0,51,OTHERS,27,49.4,48
13,0,1,22,0,22,118,7.8,2.19,48
13,0,1,22,0,9,118,0.9,0.25,48
9,0,1,8,0,7,26,26,9.1,43
9,0,1,8,0,28,57,18,6.3,27
9,0,1,8,0,30,26,26,9.1,36
9,0,1,8,0,40,129,30,10.5,27
9,0,1,8,0,22,26,26,9.1,28
9,0,1,8,0,22,53,26,9.1,36
9,0,1,8,0,24,26,26,9.1,29
9,0,1,25,0,15,OTHERS,87,30.45,36
9,0,1,25,0,14,26,69,24.15,55
9,0,1,25,0,7,26,45,15.75,30
9,0,1,25,0,28,4,58,20.3,36
5,1,0,12,0,29,79,29,9.57,36
2,0,1,9,0,15,118,29.9,7.47,25
2,0,1,9,0,61,118,44.85,11.21,36
2,0,1,9,0,6,118,23.4,5.85,36
2,0,1,9,0,12,118,30.55,7.64,24
2,0,1,9,0,17,118,38.35,9.59,29
2,0,1,9,0,6,118,17.55,4.39,42
2,0,1,17,0,14,118,82.55,20.64,33
2,0,1,17,0,28,118,53.95,13.49,30
2,0,1,17,0,17,118,54.6,13.65,32
2,0,1,4,0,22,118,27,46.96,38
6,1,1,16,0,61,OTHERS,39.6,23.76,49
6,1,1,16,0,11,OTHERS,0,41.58,31
6,1,1,16,0,118,OTHERS,27,89.1,51
6,1,1,16,0,14,OTHERS,59.4,35.64,31
6,1,1,16,0,25,140,0,71.28,30
6,1,1,16,0,10,OTHERS,39.6,23.76,26
6,1,1,16,0,29,79,29.7,17.82,36
6,1,1,16,0,51,140,0,41.58,29
6,1,1,16,0,42,129,19.8,11.88,40
6,1,1,16,0,49,4,39.6,23.76,31
6,1,1,16,0,7,OTHERS,29.7,17.82,48
6,1,1,16,0,27,OTHERS,79.2,47.52,32
6,1,1,16,0,54,OTHERS,69.3,41.58,36
6,1,1,16,0,10,129,59.4,35.64,29
6,1,1,16,0,42,4,69.3,41.58,43
6,1,1,16,0,12,4,79.2,47.52,31
6,1,1,16,0,53,OTHERS,49.5,29.7,36
6,1,1,16,0,22,79,29.7,17.82,42
6,1,1,16,0,14,79,19.8,11.88,36
6,1,1,16,0,44,140,39.6,23.76,49
6,1,1,16,0,58,140,79.2,47.52,49
6,1,1,16,0,52,79,39.6,23.76,36
6,1,1,16,0,21,4,59.4,35.64,35
6,1,1,16,0,66,OTHERS,19.8,11.88,33
6,1,1,16,0,22,OTHERS,29.7,17.82,31
6,1,1,16,0,14,OTHERS,49.5,29.7,39
6,1,1,16,0,107,OTHERS,89.1,53.46,31
6,1,1,16,0,53,140,9.9,5.94,36
6,1,1,16,0,19,4,29.7,17.82,43
6,1,1,16,0,24,140,9.9,5.94,40
6,1,1,16,0,48,129,29.7,17.82,53
6,1,1,16,0,34,4,59.4,35.64,28
6,1,1,16,0,102,OTHERS,39.6,23.76,38
6,1,1,16,0,79,OTHERS,79.2,47.52,36
6,1,1,16,0,89,OTHERS,27,59.4,36
6,1,1,16,0,83,129,79.2,47.52,36
6,1,1,16,0,21,OTHERS,59.4,35.64,31
6,1,1,16,0,91,OTHERS,89.1,53.46,33
6,1,1,16,0,12,4,49.5,29.7,30
6,1,1,16,0,4,OTHERS,29.7,17.82,36
6,1,1,16,0,47,4,79.2,47.52,31
6,1,1,16,0,3,79,9.9,5.94,31
6,1,1,16,0,60,OTHERS,59.4,35.64,31
6,1,1,16,0,61,79,29.7,17.82,39
7,1,1,1,0,50,102,20,0,36
7,1,1,1,0,57,OTHERS,27,0,36
7,1,1,1,0,63,129,20,0,32
7,1,1,1,0,60,OTHERS,23,0,36
7,1,1,1,0,50,140,27,0,36
7,1,1,1,0,32,26,30,0,36
7,1,1,1,0,70,OTHERS,43,0,36
7,1,1,1,0,19,53,24,0,36
7,1,1,1,0,16,140,27,0,28
7,1,1,1,0,53,102,22,0,36
7,1,1,1,0,16,OTHERS,0,0,36
7,1,1,1,0,15,OTHERS,0,0,27
7,1,1,1,0,15,OTHERS,20,0,27
7,1,1,1,0,28,79,20,0,36
7,1,1,1,0,14,OTHERS,0,0,27
7,1,1,1,0,12,OTHERS,21,0,36
7,1,1,1,0,27,53,20,0,36
7,1,1,1,0,50,OTHERS,80,0,36
7,1,1,1,0,20,26,41,0,36
7,1,1,1,0,28,26,67,0,36
7,1,1,1,0,13,OTHERS,20,0,36
7,1,1,1,0,9,129,30,0,50
7,1,1,1,0,14,OTHERS,20,0,32
7,1,1,1,0,14,OTHERS,20,0,28
7,1,1,1,0,71,OTHERS,80,0,36
7,1,1,1,0,95,OTHERS,27,0,36
7,1,1,1,0,31,53,21,0,36
7,1,1,1,0,9,OTHERS,36,0,36
7,1,1,1,0,34,4,32,0,36
7,1,1,1,0,58,OTHERS,21,0,36
7,1,1,1,0,71,OTHERS,27,0,36
7,1,1,1,0,5,OTHERS,45,0,28
7,1,1,1,0,18,26,36,0,36
7,1,1,1,0,41,102,57,0,36
7,1,1,1,0,9,OTHERS,45,0,35
7,1,1,1,0,32,OTHERS,62,0,36
7,1,1,1,0,31,129,20,0,36
7,1,1,1,0,45,4,50,0,36
7,1,1,1,0,82,OTHERS,27,0,36
7,1,1,1,0,22,118,27,0,36
7,1,1,1,0,17,129,20,0,36
7,1,1,1,0,35,56,46,0,36
7,1,1,1,0,37,OTHERS,27,0,32
7,1,1,1,0,20,118,20,0,36
7,1,1,1,0,13,56,26,0,43
7,1,1,1,0,16,4,56,0,36
7,1,1,1,0,55,OTHERS,40,0,36
7,1,1,1,0,49,OTHERS,28,0,36
7,1,1,1,0,47,OTHERS,43,0,36
7,1,1,1,0,16,53,28,0,36
7,1,1,1,0,9,129,47,0,25
7,1,1,1,0,17,129,64,0,44
7,1,1,1,0,8,57,24,0,36
7,1,1,1,0,12,118,48,0,36
7,1,1,1,0,59,140,27,0,27
7,1,1,1,0,22,26,64,0,36
7,1,1,1,0,22,56,20,0,36
7,1,1,1,0,27,102,20,0,36
7,1,1,1,0,9,79,20,0,43
7,1,1,1,0,38,26,35,0,36
7,1,1,1,0,50,79,20,0,25
7,1,1,1,0,29,OTHERS,94,0,36
7,1,1,10,0,6,79,10,0,36
7,1,1,10,0,7,79,10,0,36
7,1,1,10,0,13,OTHERS,13,0,26
7,1,1,10,0,12,57,24,0,36
7,1,1,10,0,14,OTHERS,13,0,33
7,1,1,10,0,22,OTHERS,60,0,36
7,1,1,10,0,22,OTHERS,60,0,36
7,1,1,10,0,10,129,21,0,54
7,1,1,10,0,8,129,25,0,36
7,1,1,10,0,57,102,28,0,36
7,1,1,10,0,15,53,15,0,36
7,1,1,10,0,65,129,19,0,23
7,1,1,10,0,6,OTHERS,12,0,36
7,1,1,10,0,22,102,19,0,36
7,1,1,10,0,14,OTHERS,13,0,28
7,1,1,10,0,113,53,17,0,36
7,1,1,10,0,22,79,15,0,36
7,1,1,10,0,8,OTHERS,13,0,28
7,1,1,10,0,36,OTHERS,23,0,36
7,1,1,10,0,36,4,22,0,36
7,1,1,10,0,35,OTHERS,13,0,36
7,1,1,10,0,75,57,10,0,36
7,1,1,10,0,14,OTHERS,0,0,28
7,1,1,10,0,14,OTHERS,0,0,29
7,1,1,10,0,13,118,10,0,36
7,1,1,10,0,35,56,34,0,36
7,1,1,10,0,20,118,10,0,36
7,1,1,10,0,14,OTHERS,0,0,27
7,1,1,10,0,9,57,10,0,27
7,1,1,10,0,12,57,10,0,36
7,1,1,10,0,43,OTHERS,34,0,39
7,1,1,10,0,22,OTHERS,14,0,36
7,1,1,10,0,49,OTHERS,15,0,36
7,1,1,10,0,17,79,10,0,34
7,1,1,10,0,12,OTHERS,0,0,26
7,1,1,10,0,54,102,14,0,36
7,1,1,10,0,9,OTHERS,13,0,26
7,1,1,10,0,9,79,10,0,47
7,1,1,10,0,12,OTHERS,80,0,36
7,1,1,10,0,2,26,12,0,36
7,1,1,10,0,6,26,80,0,36
7,1,1,10,0,71,79,10,0,36
7,1,1,10,0,4,79,17,0,29
7,1,1,10,0,8,OTHERS,13,0,28
7,1,1,10,0,3,79,10,0,36
7,1,1,10,0,2,118,10,0,36
7,1,1,10,0,16,102,13,0,36
7,1,1,10,0,47,OTHERS,25,0,36
7,1,1,10,0,29,118,21,0,36
7,1,1,10,0,14,OTHERS,13,0,32
7,1,1,10,0,19,OTHERS,29,0,36
7,1,1,10,0,103,129,20,0,36
7,1,1,10,0,22,118,10,0,28
7,1,1,10,0,14,OTHERS,13,0,26
7,1,1,10,0,43,79,10,0,36
7,1,1,10,0,13,OTHERS,14,0,36
7,1,1,10,0,2,118,10,0,27
7,1,1,10,0,8,57,28,0,48
7,1,1,10,0,20,140,80,0,34
7,1,1,10,0,9,102,40,0,36
7,1,1,10,0,8,OTHERS,44,0,36
7,1,1,10,0,23,26,14,0,36
7,1,1,10,0,28,140,22,0,53
7,1,1,10,0,22,OTHERS,80,0,36
7,1,1,10,0,3,79,10,0,36
7,1,1,10,0,14,OTHERS,13,0,30
7,1,1,10,0,8,OTHERS,34,0,36
7,1,1,10,0,100,OTHERS,71,0,36
7,1,1,10,0,42,118,26,0,26
7,1,1,10,0,7,57,10,0,36
7,1,1,10,0,16,118,34,0,28
7,1,1,10,0,14,140,15,0,27
7,1,1,10,0,21,OTHERS,80,0,36
7,1,1,10,0,43,26,22,0,36
7,1,1,10,0,5,56,15,0,31
7,1,1,10,0,4,57,15,0,25
7,1,1,0,0,2,129,25,0,36
7,1,1,0,0,9,118,20,0,36
7,1,1,0,0,73,118,20,0,36
7,1,1,0,0,72,OTHERS,20,0,36
7,1,1,0,0,67,OTHERS,20,0,36
7,1,1,0,0,3,26,26,0,36
7,1,1,0,0,9,OTHERS,41,0,36
7,1,1,0,0,2,79,20,0,30
7,1,1,0,0,12,OTHERS,36,0,36
7,1,1,0,0,4,OTHERS,20,0,36
8,0,1,25,0,14,56,50,20,36
8,0,1,25,0,98,56,62,24.8,36
8,0,1,25,0,6,56,39,15.6,36
10,1,1,25,0,23,57,22,8.36,48
12,0,1,25,0,21,OTHERS,15,6,36
9,0,1,8,0,3,57,18,6.3,34
9,0,1,8,0,3,79,18,6.3,36
9,0,1,8,0,16,OTHERS,22,7.7,28
9,0,1,8,0,24,79,18,6.3,54
9,0,1,8,0,61,102,42,14.7,54
9,0,1,8,0,23,102,30,10.5,34
9,0,1,8,0,17,53,35,12.25,36
9,0,1,8,0,18,57,22,7.7,38
9,0,1,8,0,36,26,35,12.25,48
9,0,1,8,0,5,79,18,6.3,55
9,0,1,8,0,5,57,22,7.7,50
9,0,1,8,0,22,79,30,10.5,36
9,0,1,8,0,3,56,22,7.7,36
9,0,1,8,0,68,57,30,10.5,43
9,0,1,8,0,3,57,18,6.3,28
9,0,1,8,0,8,26,26,9.1,37
9,0,1,8,0,9,129,22,7.7,35
9,0,1,8,0,4,129,18,6.3,38
9,0,1,8,0,6,26,26,9.1,37
9,0,1,8,0,12,OTHERS,18,6.3,45
9,0,1,25,0,44,OTHERS,87,30.45,39
7,1,0,1,0,9,OTHERS,27,0,52
5,1,0,12,0,22,129,29,9.57,26
1,0,1,25,0,8,OTHERS,23,8.05,36
1,0,1,2,0,22,OTHERS,30.53,10.69,48
1,0,1,2,0,22,102,4.95,1.73,48
2,0,1,9,0,28,118,22.1,5.53,49
2,0,1,9,0,74,118,27,48.42,25
2,0,1,9,0,17,118,24,6,33
2,0,1,9,0,5,118,17.55,4.39,24
2,0,1,9,0,22,118,23.4,5.85,36
2,0,1,9,0,76,118,27,26.75,35
2,0,1,9,0,6,118,17.55,4.39,28
2,0,1,17,0,5,118,24.05,6.01,55
2,0,1,17,0,7,118,26.65,6.66,54
2,0,1,17,0,76,118,27,25.51,31
2,0,1,17,0,18,118,0,17.71,50
2,0,1,17,0,11,118,43.55,10.89,32
2,0,1,4,0,22,118,27,63.21,23
2,0,1,4,0,22,118,27,63.21,36
2,0,1,4,0,22,118,27,46.96,31
2,0,1,4,0,22,118,27,63.21,48
2,0,1,4,0,22,118,27,46.96,37
2,0,1,4,0,22,118,27,46.96,36
2,0,1,4,0,22,118,27,46.96,36
2,0,1,3,0,22,118,27,97.34,47
2,0,1,3,0,22,118,27,97.34,40
2,0,1,3,0,22,118,27,97.34,44
6,1,1,16,0,22,OTHERS,27,65.34,31
6,1,1,16,0,3,79,0,11.88,37
6,1,1,16,0,29,OTHERS,39.6,23.76,49
6,1,1,16,0,5,4,19.8,11.88,32
6,1,1,16,0,51,4,59.4,35.64,45
6,1,1,16,0,31,4,0,29.7,33
6,1,1,16,0,41,OTHERS,39.6,23.76,40
6,1,1,16,0,8,4,49.5,29.7,41
6,1,1,16,0,7,79,0,17.82,31
6,1,1,16,0,48,OTHERS,49.5,29.7,31
6,1,1,16,0,81,140,59.4,35.64,40
6,1,1,16,0,104,OTHERS,27,112.86,42
6,1,1,16,0,22,OTHERS,49.5,29.7,50
6,1,1,16,0,5,4,39.6,23.76,28
6,1,1,16,0,38,OTHERS,27,59.4,35
6,1,1,16,0,42,129,29.7,17.82,34
6,1,1,16,0,13,4,39.6,23.76,37
6,1,1,16,0,56,OTHERS,69.3,41.58,23
6,1,1,16,0,20,79,0,29.7,36
6,1,1,16,0,68,OTHERS,59.4,35.64,36
6,1,1,16,0,3,79,19.8,11.88,41
6,1,1,16,0,52,OTHERS,49.5,29.7,30
6,1,1,16,0,42,OTHERS,59.4,35.64,46
6,1,1,16,0,4,79,29.7,17.82,46
6,1,1,16,0,20,4,39.6,23.76,53
6,1,1,16,0,8,4,0,23.76,34
6,1,1,16,0,21,4,39.6,23.76,31
6,1,1,16,0,23,140,49.5,29.7,46
6,1,1,16,0,51,140,69.3,41.58,29
6,1,1,16,0,48,OTHERS,89.1,53.46,29
6,1,1,16,0,39,4,79.2,47.52,42
6,1,1,16,0,7,4,29.7,17.82,29
6,1,1,16,0,60,OTHERS,29.7,17.82,26
6,1,1,16,0,9,4,9.9,5.94,40
6,1,1,16,0,16,4,49.5,29.7,35
6,1,1,16,0,53,OTHERS,0,29.7,36
6,1,1,16,0,7,79,39.6,23.76,30
7,1,1,1,0,27,OTHERS,20,0,36
7,1,1,1,0,55,79,20,0,36
7,1,1,1,0,14,OTHERS,20,0,27
7,1,1,1,0,12,129,32,0,36
7,1,1,1,0,36,79,20,0,36
7,1,1,1,0,58,OTHERS,90,0,36
7,1,1,1,0,17,57,34,0,36
7,1,1,1,0,7,129,30,0,40
7,1,1,1,0,70,79,20,0,36
7,1,1,1,0,49,102,20,0,36
7,1,1,1,0,47,129,20,0,27
7,1,1,1,0,15,OTHERS,58,0,36
7,1,1,1,0,29,129,20,0,29
7,1,1,1,0,9,OTHERS,20,0,29
7,1,1,1,0,22,140,27,0,36
7,1,1,1,0,23,129,25,0,41
7,1,1,1,0,32,26,28,0,36
7,1,1,1,0,14,OTHERS,20,0,26
7,1,1,1,0,59,140,27,0,24
7,1,1,1,0,14,53,27,0,36
7,1,1,1,0,54,53,23,0,36
7,1,1,1,0,67,OTHERS,38,0,37
7,1,1,1,0,6,129,40,0,36
7,1,1,1,0,58,OTHERS,90,0,36
7,1,1,1,0,12,26,43,0,36
7,1,1,1,0,85,OTHERS,27,0,36
7,1,1,1,0,27,129,20,0,36
7,1,1,1,0,66,OTHERS,27,0,36
7,1,1,1,0,13,OTHERS,20,0,39
7,1,1,1,0,8,26,35,0,36
7,1,1,1,0,15,OTHERS,20,0,36
7,1,1,1,0,10,129,33,0,34
7,1,1,1,0,28,129,20,0,36
7,1,1,1,0,12,4,23,0,36
7,1,1,1,0,37,102,72,0,36
7,1,1,1,0,8,79,20,0,36
7,1,1,1,0,10,79,37,0,35
7,1,1,1,0,16,129,20,0,36
7,1,1,1,0,12,OTHERS,20,0,30
7,1,1,1,0,21,79,20,0,36
7,1,1,1,0,13,OTHERS,20,0,34
7,1,1,1,0,20,53,21,0,36
7,1,1,1,0,70,57,22,0,36
7,1,1,1,0,27,OTHERS,38,0,36
7,1,1,1,0,20,53,28,0,36
7,1,1,1,0,26,26,56,0,36
7,1,1,1,0,31,79,21,0,36
7,1,1,1,0,15,OTHERS,48,0,36
7,1,1,1,0,95,102,20,0,36
7,1,1,1,0,6,79,43,0,35
7,1,1,1,0,7,26,27,0,39
7,1,1,1,0,3,57,43,0,36
7,1,1,1,0,86,OTHERS,80,0,36
7,1,1,1,0,14,57,20,0,36
7,1,1,1,0,21,26,69,0,36
7,1,1,1,0,22,26,27,0,36
7,1,1,1,0,10,OTHERS,25,0,36
7,1,1,1,0,13,OTHERS,20,0,28
7,1,1,1,0,19,4,21,0,36
7,1,1,1,0,108,129,30,0,39
7,1,1,1,0,92,140,90,0,40
7,1,1,1,0,22,53,23,0,36
7,1,1,10,0,16,53,19,0,36
7,1,1,10,0,35,118,10,0,36
7,1,1,10,0,31,OTHERS,22,0,36
7,1,1,10,0,1,118,10,0,36
7,1,1,10,0,4,118,19,0,36
7,1,1,10,0,3,129,15,0,49
7,1,1,10,0,55,26,45,0,36
